,age,gender,delivery_status,reach,impressions,frequency,result_type,results,amount_spent_(gbp),starts,ends,campaign_location,campaign_date,campaign_funnel,campaign_goal,campaign_tactic,campaign_description,adset_location,adset_age,adset_audiencesegment,adset_audiencedetail,adset_platform,adset_placement,ad_service,ad_assettype,ad_description
439,5,1,2,240,324,1.35,4,1.0,4.84,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
440,0,0,2,626,931,1.48722045,4,1.0,4.82,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.015345268542199489
441,1,2,1,264,529,2.00378788,3,0.0,4.81,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
444,1,2,2,296,592,2.0,3,0.0,4.8,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
445,2,2,2,128,249,1.9453125,3,0.0,4.78,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
446,1,1,2,396,596,1.50505051,3,0.0,4.72,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.04283887468030691
448,2,0,2,402,493,1.22636816,3,0.0,4.67,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.017902813299232736,0,0.03388746803069054
449,1,2,2,533,630,1.18198874,3,0.0,4.66,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.049872122762148335
451,2,0,2,461,499,1.0824295,3,0.0,4.65,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,0,0.04028132992327366
452,2,0,2,449,476,1.06013363,3,0.0,4.61,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.05115089514066496,0,0.05754475703324808
453,3,2,1,88,221,2.51136364,3,0.0,4.61,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
454,0,1,1,320,562,1.75625,2,1.0,4.61,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
459,3,2,2,80,329,4.1125,3,0.0,4.51,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
460,5,0,1,112,261,2.33035714,3,0.0,4.51,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
461,1,0,2,537,623,1.16014898,3,0.0,4.49,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,0,0.04028132992327366
463,0,2,1,208,660,3.17307692,3,0.0,4.47,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
464,0,0,1,588,653,1.11054422,3,0.0,4.43,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.44181585677749363,1,0.0038363171355498722
468,5,0,1,220,519,2.35909091,3,0.0,4.36,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
474,2,2,2,218,385,1.76605505,3,0.0,4.28,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
475,1,2,2,318,441,1.38679245,3,0.0,4.25,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
476,1,2,1,308,595,1.93181818,3,0.0,4.25,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
478,5,0,2,156,178,1.14102564,2,3.0,4.24,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
479,0,1,1,328,791,2.41158537,3,0.0,4.22,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
481,4,1,1,120,228,1.9,3,0.0,4.16,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
482,3,0,1,238,258,1.08403361,2,1.0,4.15,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.058823529411764705
483,3,0,2,504,617,1.22420635,0,42.0,4.12,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.44181585677749363,1,0.07289002557544758
484,1,1,1,303,445,1.46864686,4,1.0,4.11,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
485,4,2,1,96,219,2.28125,2,2.0,4.1,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
488,0,0,2,642,718,1.11838006,3,0.0,4.06,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
491,1,1,1,380,496,1.30526316,3,0.0,4.02,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
493,1,2,1,256,562,2.1953125,3,0.0,3.97,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
495,2,2,1,164,396,2.41463415,3,0.0,3.95,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
496,0,2,1,192,791,4.11979167,4,1.0,3.94,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
497,2,2,0,188,319,1.69680851,3,0.0,3.93,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.015345268542199489
498,1,2,1,194,366,1.88659794,3,0.0,3.92,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
502,2,2,1,204,379,1.85784314,3,0.0,3.73,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
503,1,0,1,763,875,1.14678899,0,21.0,3.72,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,0,0.05754475703324808
504,2,2,2,335,390,1.1641791,3,0.0,3.7,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.049872122762148335
505,1,0,1,531,602,1.13370998,3,0.0,3.69,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
506,0,0,2,254,447,1.75984252,3,0.0,3.69,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
509,3,2,1,76,282,3.71052632,3,0.0,3.63,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
512,0,2,2,358,816,2.27932961,0,34.0,3.6,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.44181585677749363,1,0.07289002557544758
514,2,2,1,152,263,1.73026316,3,0.0,3.59,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
515,4,0,1,180,197,1.09444444,2,1.0,3.59,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.058823529411764705
516,4,0,2,281,341,1.21352313,3,0.0,3.57,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.023017902813299233,0,0.023017902813299233
517,2,1,0,164,284,1.73170732,3,0.0,3.56,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.043478260869565216
519,2,1,1,212,265,1.25,3,0.0,3.53,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.20012787723785166,1,0.08184143222506395
521,0,1,1,328,349,1.06402439,3,0.0,3.51,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
526,1,2,0,260,479,1.84230769,3,0.0,3.46,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.015345268542199489
527,4,1,1,112,167,1.49107143,3,0.0,3.46,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
528,2,1,2,254,384,1.51181102,3,0.0,3.44,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.04283887468030691
529,5,0,1,208,223,1.07211538,3,0.0,3.44,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.44181585677749363,1,0.0038363171355498722
531,2,2,2,191,256,1.34031414,3,0.0,3.42,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.049872122762148335
532,3,2,2,64,168,2.625,3,0.0,3.41,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
533,1,1,2,301,468,1.55481728,0,30.0,3.4,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.20012787723785166,1,0.010869565217391304
534,1,1,0,174,277,1.59195402,3,0.0,3.37,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.043478260869565216
535,0,1,2,253,444,1.75494071,0,36.0,3.34,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.20012787723785166,1,0.010869565217391304
537,1,1,2,324,455,1.40432099,3,0.0,3.31,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.015345268542199489
538,5,0,1,76,150,1.97368421,3,0.0,3.3,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
539,4,1,2,88,132,1.5,4,1.0,3.29,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
540,3,0,2,338,373,1.1035503,3,0.0,3.28,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
541,0,0,0,436,568,1.30275229,3,0.0,3.27,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.04283887468030691
542,2,1,1,224,413,1.84375,3,0.0,3.27,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
543,5,0,2,110,236,2.14545455,3,0.0,3.27,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
545,2,0,2,326,343,1.05214724,3,0.0,3.24,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.04028132992327366
546,5,0,2,320,438,1.36875,3,0.0,3.24,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.034526854219948847
547,2,0,1,231,252,1.09090909,3,0.0,3.23,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.058823529411764705
548,3,0,2,194,293,1.51030928,3,0.0,3.23,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.04283887468030691
555,3,1,1,100,233,2.33,3,0.0,3.16,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
556,1,0,1,538,614,1.14126394,0,25.0,3.15,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.20012787723785166,1,0.06905370843989769
558,4,0,2,168,184,1.0952381,3,0.0,3.11,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.06010230179028133
560,2,0,2,159,165,1.03773585,3,0.0,3.1,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
561,0,1,1,192,413,2.15104167,3,0.0,3.08,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
562,2,2,1,180,359,1.99444444,4,1.0,3.08,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
564,0,1,1,190,353,1.85789474,3,0.0,3.06,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
566,2,2,2,169,241,1.4260355,3,0.0,3.03,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.049872122762148335
568,5,0,1,92,195,2.11956522,3,0.0,3.02,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
571,1,2,2,229,319,1.3930131,3,0.0,2.98,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.049872122762148335
572,3,0,1,106,153,1.44339623,4,1.0,2.98,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.20012787723785166,1,0.08184143222506395
573,3,0,2,309,389,1.25889968,3,0.0,2.97,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
574,2,1,1,360,438,1.21666667,0,24.0,2.95,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.20012787723785166,1,0.06905370843989769
575,1,2,1,204,444,2.17647059,3,0.0,2.95,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
576,3,0,1,403,477,1.18362283,3,0.0,2.95,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.021739130434782608
577,3,0,2,231,254,1.0995671,3,0.0,2.95,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.44181585677749363,0,0.04028132992327366
578,2,0,1,339,371,1.09439528,4,1.0,2.93,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.00959079283887468
582,3,0,2,102,141,1.38235294,3,0.0,2.89,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
583,3,0,1,216,304,1.40740741,3,0.0,2.88,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.03388746803069054
584,5,1,1,156,201,1.28846154,3,0.0,2.88,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
587,1,2,2,298,573,1.92281879,0,32.0,2.85,0,3,0,0,1,0,1,3,2,1,5,3,1,0,0.44181585677749363,1,0.07289002557544758
592,2,1,2,72,90,1.25,3,0.0,2.81,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
593,3,0,2,196,223,1.1377551,4,2.0,2.79,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
595,0,0,2,362,407,1.12430939,3,0.0,2.79,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
597,0,1,1,210,353,1.68095238,3,0.0,2.76,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.08184143222506395
598,1,1,2,224,253,1.12946429,3,0.0,2.76,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.034526854219948847
600,4,2,2,44,194,4.40909091,3,0.0,2.74,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
601,2,2,1,132,219,1.65909091,3,0.0,2.71,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
602,1,0,2,180,206,1.14444444,3,0.0,2.7,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.049872122762148335
607,2,0,2,209,231,1.10526316,3,0.0,2.69,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.06010230179028133
608,2,1,2,113,146,1.2920354,3,0.0,2.69,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
610,1,2,1,188,322,1.71276596,3,0.0,2.68,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
612,1,0,2,350,379,1.08285714,3,0.0,2.64,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.04028132992327366
615,5,0,2,73,82,1.12328767,3,0.0,2.63,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
616,3,0,1,94,154,1.63829787,3,0.0,2.63,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.049872122762148335
617,3,0,2,168,240,1.42857143,3,0.0,2.63,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.015345268542199489
619,2,1,2,160,195,1.21875,3,0.0,2.61,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.034526854219948847
620,4,1,1,90,141,1.56666667,3,0.0,2.6,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
624,1,0,2,255,285,1.11764706,3,0.0,2.57,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.05115089514066496,0,0.05754475703324808
626,3,1,2,146,228,1.56164384,3,0.0,2.55,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.011508951406649617
627,2,2,0,76,182,2.39473684,4,2.0,2.54,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.043478260869565216
630,1,2,2,167,224,1.34131737,3,0.0,2.53,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.049872122762148335
631,4,0,0,80,122,1.525,4,1.0,2.52,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.043478260869565216
632,1,2,2,236,387,1.63983051,3,0.0,2.51,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.015345268542199489
633,4,2,1,16,69,4.3125,3,0.0,2.49,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.07289002557544758
635,3,0,2,95,99,1.04210526,2,3.0,2.46,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.04028132992327366
637,3,0,0,134,218,1.62686567,3,0.0,2.45,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.015345268542199489,0,0.04283887468030691
638,2,0,2,182,208,1.14285714,3,0.0,2.43,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.049872122762148335
641,2,2,1,168,351,2.08928571,3,0.0,2.39,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
644,5,0,1,88,185,2.10227273,3,0.0,2.39,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
645,0,0,1,174,294,1.68965517,3,0.0,2.38,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.049872122762148335
646,0,0,0,130,265,2.03846154,3,0.0,2.37,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.043478260869565216
649,5,1,2,124,232,1.87096774,3,0.0,2.36,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.023017902813299233
651,2,2,2,240,360,1.5,0,23.0,2.34,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.44181585677749363,1,0.07289002557544758
653,2,0,2,127,134,1.05511811,3,0.0,2.33,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.04028132992327366
654,3,1,2,224,342,1.52678571,0,14.0,2.32,0,3,0,0,1,0,1,3,2,1,2,6,1,0,0.44181585677749363,1,0.07289002557544758
655,0,1,0,328,433,1.32012195,3,0.0,2.31,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.015345268542199489
657,3,1,2,192,285,1.484375,4,2.0,2.3,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.021739130434782608,0,0.04283887468030691
660,4,0,1,100,141,1.41,3,0.0,2.28,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.026214833759590793
663,4,0,1,92,146,1.58695652,3,0.0,2.26,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.034526854219948847
666,3,1,2,224,261,1.16517857,1,20.0,2.24,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
667,5,0,1,180,187,1.03888889,4,1.0,2.24,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.44181585677749363,1,0.0038363171355498722
668,1,2,1,102,216,2.11764706,3,0.0,2.23,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
669,4,1,1,60,125,2.08333333,3,0.0,2.23,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,1,0.04028132992327366
672,2,1,2,214,290,1.35514019,3,0.0,2.22,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.015345268542199489
675,3,0,2,152,241,1.58552632,1,20.0,2.2,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
676,0,1,1,377,497,1.31830239,0,13.0,2.19,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,0,0.05754475703324808
679,2,2,1,104,131,1.25961538,3,0.0,2.18,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
681,3,2,1,76,136,1.78947368,3,0.0,2.16,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
684,1,2,2,160,192,1.2,3,0.0,2.14,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
692,3,0,2,159,173,1.08805031,3,0.0,2.09,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.05115089514066496,0,0.05754475703324808
696,3,0,1,200,228,1.14,3,0.0,2.07,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
699,3,1,1,112,176,1.57142857,3,0.0,2.06,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
703,5,0,1,79,87,1.10126582,3,0.0,2.02,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,0,0.058823529411764705
704,2,2,2,160,273,1.70625,1,18.0,2.02,3,2,0,1,0,3,0,6,2,1,0,2,0,2,0.44181585677749363,1,0.07289002557544758
707,1,0,1,181,253,1.39779006,3,0.0,2.0,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
708,3,1,1,124,170,1.37096774,3,0.0,2.0,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.05115089514066496,0,0.05754475703324808
713,3,2,1,52,125,2.40384615,3,0.0,1.98,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.06010230179028133
717,0,0,1,230,284,1.23478261,3,0.0,1.97,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.20012787723785166,1,0.08184143222506395
720,2,0,2,194,204,1.05154639,3,0.0,1.94,1,0,0,4,0,1,3,0,2,1,3,1,1,0,0.05115089514066496,0,0.05754475703324808
721,4,1,1,172,322,1.87209302,3,0.0,1.93,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
725,3,1,2,184,211,1.14673913,3,0.0,1.91,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
727,5,0,1,52,165,3.17307692,3,0.0,1.89,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
728,3,1,2,200,265,1.325,0,15.0,1.87,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.20012787723785166,1,0.06905370843989769
729,0,1,1,160,288,1.8,3,0.0,1.87,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
730,2,0,2,166,177,1.06626506,3,0.0,1.87,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,1,0.04028132992327366
734,3,0,2,160,170,1.0625,3,0.0,1.86,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.04028132992327366
736,5,1,1,104,112,1.07692308,3,0.0,1.86,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
737,4,0,2,67,72,1.07462687,3,0.0,1.85,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.04028132992327366
742,0,1,1,148,355,2.39864865,3,0.0,1.82,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.02877237851662404,0,0.04283887468030691
743,1,1,1,273,331,1.21245421,0,9.0,1.81,0,3,0,0,1,0,1,3,2,1,3,1,1,0,0.44181585677749363,0,0.05754475703324808
751,2,2,2,86,115,1.3372093,3,0.0,1.81,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
753,3,1,1,96,195,2.03125,3,0.0,1.8,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.058823529411764705
754,0,2,1,140,278,1.98571429,3,0.0,1.8,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.20012787723785166,1,0.06905370843989769
756,1,2,2,184,296,1.60869565,3,0.0,1.79,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.015345268542199489,0,0.04283887468030691
757,3,0,2,122,127,1.04098361,3,0.0,1.78,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,1,0.04028132992327366
758,3,2,2,50,58,1.16,3,0.0,1.78,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
759,1,1,1,100,163,1.63,3,0.0,1.77,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.049872122762148335
762,5,1,1,112,117,1.04464286,3,0.0,1.77,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.07289002557544758
765,4,1,1,56,132,2.35714286,3,0.0,1.74,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.024936061381074168
767,5,2,2,48,59,1.22916667,3,0.0,1.73,1,1,1,0,0,1,3,4,3,1,1,0,1,0,0.20012787723785166,1,0.06905370843989769
770,3,0,2,129,147,1.13953488,3,0.0,1.72,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.017902813299232736,0,0.03388746803069054
772,2,0,1,131,174,1.32824427,3,0.0,1.71,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.010869565217391304,0,0.03388746803069054
773,2,1,2,101,126,1.24752475,3,0.0,1.71,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.01918158567774936,0,0.049872122762148335
775,0,2,1,64,211,3.296875,3,0.0,1.7,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.44181585677749363,1,0.011508951406649617
776,3,1,2,69,96,1.39130435,3,0.0,1.7,5,5,0,3,0,2,2,1,2,2,4,5,1,0,0.023017902813299233,1,0.023017902813299233
785,0,0,1,245,334,1.36326531,3,0.0,1.67,6,5,0,2,0,2,3,5,2,0,4,4,1,1,0.05115089514066496,0,0.015345268542199489
787,0,0,2,201,224,1.11442786,3,0.0,1.67,1,0,0,4,0,1,3,0,2,1,2,6,1,0,0.44181585677749363,0,0.06010230179028133
788,0,2,2,160,290,1.8125,4,2.0,1.67,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.030051150895140665,0,0.021739130434782608
789,1,0,2,76,80,1.05263158,3,0.0,1.66,2,2,0,0,1,1,2,2,2,1,1,0,1,0,0.44181585677749363,1,0.043478260869565216
790,4,0,2,131,168,1.28244275,3,0.0,1.66,1,2,1,0,0,1,3,4,1,1,1,0,1,0,0.012148337595907928,0,0.03388746803069054
791,3,2,1,60,121,2.01666667,3,0.0,1.66,1,4,0,2,0,2,3,5,2,0,4,4,1,0,0.44181585677749363,0,0.04028132992327366
792,4,0,2,58,84,1.44827586,3,0.0,1.66,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.20012787723785166,1,0.08184143222506395
796,2,1,2,93,118,1.2688172,3,0.0,1.63,2,2,1,0,0,1,3,4,0,1,1,0,1,0,0.030690537084398978,0,0.049872122762148335
